Row	Empty	ACE_BATCH_mu=0.3_S	FRU_BATCH_mu=0.65_S	FUM_BATCH_mu=0.42_S	GAL_BATCH_mu=0.26_S	GAM_BATCH_mu=0.46_S	GLC_BATCH_mu=0.58_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	SUCC_BATCH_mu=0.44_S	XYL_BATCH_mu=0.55_S	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.40_V	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.41_P	GLC_CHEM_mu=0.46_P	GLC_CHEM_mu=0.51_P
P0AB26		5.50559445952241E-07	3.36136733062751E-07	5.59456205320318E-07	4.00073075297636E-07	5.50670505943037E-07	6.61079467377636E-07	4.40103807238674E-07	5.33690195005754E-07	6.23376374827733E-07	3.87166527148344E-07	7.38341939276809E-07	6.85376184009442E-07	7.36960914210425E-07	7.2585678593604E-07	6.04112926154495E-07	NaN	NaN	NaN	NaN	NaN	4.18245485705674E-07	NaN	NaN	5.17972671888224E-07	NaN	NaN	6.49481668915265E-07	NaN
P0AC59		4.17237204438696E-06	4.079506214535E-06	4.67508468572684E-06	6.32956088299272E-06	5.68522355666601E-06	4.72337567502525E-06	3.80709806643766E-06	5.42944001779872E-06	4.62905919048081E-06	5.16438526472909E-06	4.88512623168001E-06	2.22517512193181E-06	3.2552756004384E-06	3.09145382359033E-06	3.44205007595325E-06	7.5974687573347E-06	7.5399537274335E-06	7.74490448577786E-06	7.64003893694662E-06	6.97859093340213E-06	1.542980905463E-05	1.48369496023132E-05	1.36927693133917E-05	1.41398837984265E-05	1.25288087227756E-05	1.26028600081037E-05	1.07105779116031E-05	9.59055724541984E-06
P0A948		2.01518102788241E-07	NaN	1.77464896857628E-07	1.35201976046745E-07	2.55457184694068E-07	3.05318039769811E-07	1.84389962374488E-07	NaN	1.6261204779417E-07	1.66073395731608E-07	NaN	2.18015253555614E-07	2.09454341175651E-07	1.63223428033278E-07	2.36370055268252E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P29217		1.60319672719786E-06	1.46757437053427E-06	1.30745152912624E-06	1.67501996797825E-06	1.40440953113067E-06	1.51957383721089E-06	1.55709832502161E-06	1.54265056902824E-06	1.47015058583166E-06	1.24027473650786E-06	1.56087412166623E-06	1.18401457005719E-06	1.30227958417954E-06	1.32119772864701E-06	1.47486234865227E-06	2.39847235366665E-06	2.51330113602408E-06	2.43777177479774E-06	2.36128634570777E-06	2.47546097636905E-06	2.09112470111763E-06	2.28221867241873E-06	2.04798821976071E-06	2.25812508769466E-06	1.99342497489767E-06	2.10810019459998E-06	2.01142289067999E-06	1.91049885072348E-06
P75931		8.49959645350469E-08	NaN	1.00163263955366E-07	6.94908101877176E-08	9.19384665160894E-08	6.9508047238682E-08	9.57020881829962E-08	5.08911721666201E-08	1.18129732455005E-07	5.42590941779604E-08	5.88321707440752E-08	1.75614570739465E-07	1.50546819720037E-07	1.37329923393445E-07	8.91531879873765E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AF16		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P43533		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.79849460550208E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AEM4		NaN	6.06042306867297E-08	1.06205549459002E-07	7.84617732329209E-08	1.03961336797909E-07	NaN	9.0441427689368E-08	8.67627774166498E-08	NaN	9.65429605251273E-08	NaN	NaN	9.75663384108802E-08	1.57772163898576E-07	1.05969955927085E-07	2.72776225364345E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75933		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ABW9		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ABX2		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75936		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75937		NaN	NaN	1.24134298248481E-07	NaN	7.02550471100595E-08	7.0642004675153E-08	7.38970316441896E-08	NaN	NaN	1.06840876314474E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75938		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ABX5		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.65522413003647E-07	NaN	NaN
P0A6S0		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.33787784069984E-07	NaN	NaN	NaN	NaN	NaN	1.59435675653421E-07	3.49033089611764E-07	2.09173424852634E-07	NaN	NaN	NaN	NaN
P0A6S3		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.17553030835246E-07
P33235		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.20925488534187E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P29744		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.61515085719064E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P21513		1.23713431314371E-06	1.88828503001118E-06	1.41997671489888E-06	1.28865379560755E-06	1.9162265760831E-06	1.50197977886065E-06	1.43223387975437E-06	1.86538065409386E-06	1.33803207095099E-06	1.2954505012201E-06	1.61265436759089E-06	2.28934554945432E-06	2.2707579441108E-06	2.3457837891647E-06	2.39323745654993E-06	6.07243987613099E-06	4.65021344994754E-06	4.85496293084693E-06	4.70526283114782E-06	4.98066069523294E-06	3.24885169517049E-06	3.42176853855039E-06	3.58271080006343E-06	3.66621513118322E-06	3.58354826031917E-06	3.47889541611616E-06	3.68385053565617E-06	3.6142762085413E-06
P0AA39		1.29495782260732E-07	1.76372761114957E-07	1.8109026815981E-07	1.53075595311935E-07	1.83838521306039E-07	2.69545226266141E-07	1.69217912545039E-07	1.25512497646889E-07	1.72233109663908E-07	1.70032632294558E-07	1.59254465870688E-07	2.2002802800535E-07	1.72996996274784E-07	1.59072080730697E-07	1.81523822121171E-07	2.91147824154311E-07	3.32158103567681E-07	3.0830672633831E-07	2.86719720364891E-07	3.24308283213711E-07	3.61371937000934E-07	3.2016781309924E-07	3.26560251427435E-07	3.53673338684426E-07	3.53947756631283E-07	3.65232137242705E-07	4.39087076941959E-07	4.31100820679964E-07
P0A729		5.2729439867127E-06	4.09927696356408E-06	6.02546615808711E-06	9.26518331035597E-06	6.089641415331E-06	4.14654570156042E-06	5.94574716073857E-06	5.33838865845792E-06	4.15229330657185E-06	4.43294068925962E-06	4.71622271266767E-06	8.64942148800231E-06	8.4607651370669E-06	5.94837749098538E-06	5.55273216016803E-06	3.47641371022275E-06	2.97281754289881E-06	2.30824973895723E-06	1.78779658561675E-06	1.60669720450175E-06	2.5573788008913E-06	2.5484736424255E-06	1.96749691429814E-06	2.1674442907746E-06	1.70589354604948E-06	1.64770978551113E-06	1.41097685423271E-06	1.27580116518151E-06
P0AB28		1.00579651932296E-06	1.63425725465304E-06	1.42695010669324E-06	9.75899611879346E-07	1.70321434877373E-06	2.07769351297395E-06	1.60728426371626E-06	1.30325239583994E-06	1.28497533645595E-06	1.54655971672737E-06	1.73300601546802E-06	9.13693664682784E-07	1.18344847724321E-06	1.14472353548631E-06	1.36213949703416E-06	1.43143486929099E-06	1.56946087718164E-06	1.75740369142573E-06	1.66169626634079E-06	1.9890237112291E-06	2.55548274079555E-06	2.62116459056346E-06	2.44053010218976E-06	3.15732684869094E-06	2.90095001857418E-06	2.88738631176295E-06	2.93113903938613E-06	3.04763920169272E-06
P0A7N4		2.43411377601518E-05	3.93205348630763E-05	3.5178027715995E-05	2.07518184214867E-05	3.77353724661266E-05	4.71939973676362E-05	3.51099721606641E-05	2.89319935236416E-05	2.81153996456481E-05	3.17819816121287E-05	3.9944663234265E-05	1.80058829692231E-05	2.34431614112844E-05	2.31932838499099E-05	2.88904216649651E-05	2.3946581460844E-05	2.36662019799957E-05	2.5886191559332E-05	3.00489110375535E-05	3.66336020111423E-05	4.61026340205911E-05	4.30019733909284E-05	5.1451622298182E-05	5.44161061206172E-05	5.911231992765E-05	5.44597593725363E-05	5.94279295035422E-05	6.36304985517535E-05
P27247		1.26892302265964E-07	NaN	1.05294253940421E-07	1.38025324822393E-07	1.07111098341389E-07	9.11772651262447E-08	7.84333983017385E-08	5.06433874332246E-08	9.6311257419867E-08	5.75942146324648E-08	5.33854155127108E-08	1.20210305623048E-07	1.02259586526851E-07	8.92330006049621E-08	7.30285450907927E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6R0		3.24074188794013E-06	2.68450392276697E-06	3.32323721622797E-06	2.65201248906108E-06	3.41893171440603E-06	3.75688957745308E-06	3.6108716179525E-06	2.61816973451359E-06	3.92837214903872E-06	2.37702421352736E-06	2.96303484586224E-06	2.90398330510527E-06	3.00965421836905E-06	2.88757654495249E-06	2.7199391829871E-06	8.80362384633899E-06	8.45616865695332E-06	7.85998486494152E-06	7.10977350816367E-06	7.84740502463067E-06	4.79072568043922E-06	4.50951969177597E-06	4.62549918737384E-06	4.38848289546414E-06	4.15678412925547E-06	4.116785159641E-06	4.22687321860067E-06	4.1998642426863E-06
P0AAI9		4.4287382509305E-06	3.89703053089086E-06	4.42313128561126E-06	2.5936101535003E-06	4.27589732458942E-06	5.99831591340247E-06	4.35231978172836E-06	4.25389206147801E-06	4.59262797294059E-06	4.22314015868007E-06	3.44069002979421E-06	3.26283980239373E-06	3.26809736075522E-06	3.02610155317547E-06	3.19537296936711E-06	1.71220180922079E-05	1.65829467752073E-05	1.70519232219958E-05	1.54908153587806E-05	1.70664151980339E-05	1.55297523609585E-05	1.54650626018023E-05	1.59913895242009E-05	1.63931853187596E-05	1.6224303734437E-05	1.52717556879039E-05	1.49451690320231E-05	1.48169627304021E-05
P0AEK2		5.51644593916446E-06	6.64866660147883E-06	6.64459240910236E-06	5.76313791934926E-06	6.75160989776469E-06	8.283718536185E-06	6.6549642488089E-06	6.6684589865969E-06	6.73744042657926E-06	8.18844235005868E-06	6.91229310086842E-06	4.62713010507399E-06	4.64389643475144E-06	5.20199459894214E-06	5.5962986257204E-06	1.82969751772413E-05	1.7454880666833E-05	1.75328756767602E-05	1.77830132215012E-05	1.90717927016671E-05	2.07657136754591E-05	2.06592885618053E-05	2.19866961045653E-05	2.14708824983303E-05	2.23098123385183E-05	2.17561608917334E-05	2.17218865547105E-05	2.15211111387294E-05
P0A6A8		3.340144504379E-05	5.24475302283114E-05	5.61102480485407E-05	5.84017435682932E-05	4.90535988377713E-05	5.1283561708014E-05	5.50138717419473E-05	5.76611657128169E-05	4.94656832160332E-05	5.79353135893586E-05	6.28904001749354E-05	4.15994661657823E-05	3.82349247207913E-05	3.90049690022192E-05	4.14253486723409E-05	0.000177056975229507	0.000103768737714223	0.000128411437218508	0.00010747883453806	9.31141161645451E-05	8.60022795077933E-05	8.11866274947015E-05	8.49931308720695E-05	7.7334847269334E-05	7.83946753441773E-05	6.31934710289403E-05	6.08341800630067E-05	6.56120136407851E-05
P0AAI5		2.70365927960787E-06	3.8592570103899E-06	3.61544610533827E-06	4.4350483166496E-06	3.5966051536666E-06	3.39586587861663E-06	4.07472463886893E-06	3.6378420331644E-06	3.17631910363937E-06	4.28213863455654E-06	4.78353162168572E-06	3.10724704065427E-06	3.38334805160309E-06	3.4057401673564E-06	3.53593590274902E-06	3.58731758240321E-06	4.29314726256437E-06	4.70491059561911E-06	4.72775558562362E-06	4.85123929811492E-06	2.69384102185757E-06	2.43340994301602E-06	2.70910547026412E-06	2.97039146040522E-06	3.14043269142008E-06	3.10836745523059E-06	3.13169396632632E-06	3.20140738921806E-06
P28305		5.69702681207882E-08	NaN	NaN	NaN	6.90834894627896E-08	NaN	NaN	NaN	6.58781077398589E-08	NaN	NaN	1.05114497250028E-07	1.22459907026004E-07	1.00177461675402E-07	6.86513218450843E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P28306		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.26872170458944E-08	NaN	NaN	NaN	NaN	NaN	NaN
P0A720		1.99964765984641E-07	1.2986135153322E-07	2.05695247161504E-07	1.11499507696348E-07	2.71033139643838E-07	3.60580746712826E-07	2.1017863501173E-07	1.69942206381118E-07	2.50248247335675E-07	1.35920786242346E-07	2.23515356232779E-07	1.64782666134965E-07	1.7512589232739E-07	1.45905181205341E-07	2.18580571051719E-07	2.73837963886581E-07	2.74039241331555E-07	2.67195808202452E-07	2.729322153842E-07	3.09413752285665E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P28631		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFQ7		7.22629783421518E-08	6.2508206517561E-08	5.0418415104115E-08	NaN	5.81169416498196E-08	7.63295099424528E-08	5.27209671209256E-08	5.3616804233971E-08	5.52506586452529E-08	NaN	9.36950113474772E-08	NaN	NaN	NaN	6.68181257849159E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P69786		1.22343869569224E-06	5.40628837229298E-06	1.57335171283054E-06	1.46249466578554E-06	4.4937686352555E-06	4.91701662538761E-06	1.74815941483367E-06	1.64220285076092E-06	1.49430387922849E-06	1.52652949037196E-06	2.38571486256431E-06	6.30641960913793E-06	9.48161917829237E-06	1.41580441770476E-05	1.75880945350657E-05	8.02030234986299E-06	1.28268077358325E-05	1.54610262969245E-05	1.4841343363212E-05	7.1229068614482E-06	2.38570501793135E-05	2.22630544685765E-05	2.49984610317827E-05	2.96804667788312E-05	2.94585213557621E-05	2.89559876979059E-05	2.75502741273616E-05	2.48778048167874E-05
P16869		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.20658253304066E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ACE7		4.49743511801932E-06	3.56227078034862E-06	3.89915617319918E-06	4.87246245639935E-06	4.38811718250743E-06	3.52655447316991E-06	4.10026552677278E-06	4.15714165326911E-06	3.13882111564079E-06	4.12476385708638E-06	4.48028081883751E-06	3.70467027798512E-06	4.39520266860618E-06	4.19055447154929E-06	3.97970029188552E-06	1.95551604857712E-05	2.01564265332686E-05	1.94978970526762E-05	1.78693612453949E-05	1.70486021441538E-05	9.88262910313156E-06	1.00525909537987E-05	8.46043660544768E-06	9.26188027632308E-06	8.05472249981489E-06	8.27593445466164E-06	7.29335802838812E-06	6.88132135991801E-06
P0AB38		1.1461219032426E-06	1.00014830406518E-06	0.0000012584000573	1.00192451228713E-06	1.6552188969618E-06	1.24908955244267E-06	1.38006566319256E-06	1.01385888759807E-06	1.14311499323856E-06	9.86474020282912E-07	9.73869013999947E-07	9.08317438192042E-07	9.82775832284552E-07	9.837854451095E-07	1.09754196365576E-06	1.91671478912234E-06	1.45870796308491E-06	1.20449455008326E-06	1.29723313285484E-06	1.18713437045429E-06	1.64790488273618E-06	1.70212987819406E-06	1.78158243384354E-06	1.53541780057529E-06	1.66603424146225E-06	1.24451061871333E-06	1.58893971883918E-06	1.444787922625E-06
P75949		1.76861615778975E-07	1.87014626026568E-07	1.84141127069843E-07	2.0250696782751E-07	1.67436714244259E-07	2.3191201384326E-07	1.99028322008932E-07	1.63595105133371E-07	1.89623480909627E-07	1.88463561122082E-07	2.38611164605799E-07	1.02015883952408E-07	1.23887235061274E-07	1.32591516876358E-07	1.49760894466416E-07	4.22833592528288E-07	4.42860698303161E-07	4.68624211259781E-07	4.52572335023137E-07	5.29611277086782E-07	NaN	2.62264704242816E-07	2.52966968672448E-07	2.67942920386249E-07	NaN	NaN	NaN	2.59283078149303E-07
P0A8E1		1.60422499240588E-06	1.30053449094723E-06	1.48299478108599E-06	2.07600380094545E-06	1.45351892300066E-06	1.40451259357898E-06	1.54068735152518E-06	1.60648372842375E-06	1.38392332840497E-06	1.47738034683189E-06	1.62176235233208E-06	1.8507196226579E-06	1.67812650546678E-06	1.52136395439315E-06	1.40912917563766E-06	7.0394270411454E-06	5.63838506604542E-06	4.81792788097179E-06	4.21988227259398E-06	4.3261064441788E-06	6.03298009015187E-06	5.59067782052481E-06	4.77958943562033E-06	5.38513338051465E-06	5.39843816685867E-06	5.191944421036E-06	4.26112552133731E-06	3.79320548302039E-06
P00393		5.15554672913354E-07	1.92354258244997E-06	6.02505013187211E-07	8.31271293952615E-07	8.38700834403825E-07	1.17378769142702E-06	8.46051441996979E-07	6.93778193143373E-07	1.12890480562342E-06	8.02671826345781E-07	2.69681115721929E-06	9.50479766139143E-07	8.08061203967325E-07	6.94973277972904E-07	1.22320942418853E-06	1.77461291297098E-06	1.5777635717868E-06	1.57856868156669E-06	1.58053113665518E-06	2.1109978428831E-06	7.78069955733354E-07	8.40221754384201E-07	8.45804312587111E-07	8.61432548416627E-07	1.13164670413095E-06	1.01906931676719E-06	1.22313857175956E-06	1.53214283060396E-06
P0AB35		NaN	NaN	NaN	NaN	NaN	9.17265257595353E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75952		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AB40		9.25438687215568E-08	4.95732407146927E-06	9.47747339324504E-08	2.66073299374715E-06	1.32059514469319E-07	2.76083199610794E-07	7.73488635840304E-07	3.29891063860753E-06	9.68547065212957E-08	2.83352613959829E-06	5.05314600563826E-06	1.53368116295015E-07	1.32015747262131E-07	1.45800349202751E-07	1.60311124853508E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75954		NaN	NaN	6.22058245292421E-08	NaN	NaN	NaN	8.02060121637219E-08	NaN	7.01250618288018E-08	6.21385600470819E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P30958		1.60409372450698E-07	1.57723997843332E-07	1.32573687181429E-07	1.18671724344162E-07	1.61348455651069E-07	1.29607791371644E-07	1.19031973850391E-07	1.63023294210151E-07	2.13394347161009E-07	1.51543192581867E-07	1.61905701032975E-07	1.90366088746083E-07	1.49821059702103E-07	1.97063198469464E-07	1.92204995083989E-07	3.11929720347835E-07	3.01714890015424E-07	2.67195808202452E-07	2.52200638551919E-07	2.70768482850734E-07	3.13762576776176E-07	3.89407080562324E-07	3.25362665945546E-07	3.62514413579354E-07	3.78293185146099E-07	3.68442863831891E-07	4.88022231342576E-07	4.48092282226622E-07
P0ADC3		NaN	8.58829097978565E-08	NaN	NaN	5.25472413595197E-08	5.14178825099809E-08	NaN	5.37311664186151E-08	7.54186586316075E-08	NaN	8.5128095006755E-08	NaN	5.44561933456215E-08	5.04661260470263E-08	5.77456758953066E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75957		6.38858985942832E-07	8.72088929657569E-07	6.65285350108602E-07	5.53581280502614E-07	8.06338955130875E-07	8.86099146177346E-07	7.73984205307095E-07	7.63157918494121E-07	8.41702019390596E-07	7.24462276506233E-07	7.93134132630733E-07	4.33991248787153E-07	5.42747533411381E-07	5.43071706219391E-07	6.28168947923645E-07	6.0654958042794E-07	6.00662215162462E-07	5.48782953720517E-07	5.32026606426465E-07	6.4710698559012E-07	6.46345148596059E-07	6.58226727548015E-07	6.7841456332694E-07	6.52736356849857E-07	6.47157237018213E-07	6.70574658000045E-07	6.23564004260543E-07	7.11283760181749E-07
P75958		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P75959		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.47625608411919E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A0A7H2C766		1.07110229902364E-06	1.33444906043392E-06	1.13048190157219E-06	1.23589815759807E-06	1.37805908699863E-06	1.05248968189452E-06	1.32404725308106E-06	1.29802985607453E-06	1.27595810692113E-06	1.5065772785301E-06	1.53713925449909E-06	1.01838441994339E-06	1.18211791721033E-06	1.03060341746638E-06	1.04299502782462E-06	1.26855109694611E-06	1.40889179545395E-06	1.572429719495E-06	1.30759892127098E-06	1.33738798312708E-06	1.52918229071901E-06	1.95257839821482E-06	1.89066175149823E-06	NaN	1.60164971847857E-06	1.36521485739693E-06	1.39518671701221E-06	1.41303697065463E-06
P0AFK9		3.69652591088959E-06	5.17408831985257E-06	5.99889991264325E-06	4.70228738584135E-06	5.86917731315047E-06	5.91991338752147E-06	5.49628471472319E-06	5.3949026380362E-06	4.92578239986089E-06	6.0852295754833E-06	4.42700361700489E-06	3.82898558413065E-06	4.93521650595001E-06	5.05510399691245E-06	5.17756297462988E-06	2.37074135368541E-05	2.04664441178892E-05	2.13292702051298E-05	1.90715914242222E-05	1.61500493104304E-05	1.50567781932797E-05	1.46071193148551E-05	1.46273375435685E-05	1.40686605281774E-05	1.29158079418414E-05	1.12702074204562E-05	1.07110574366707E-05	1.06012201364262E-05
P0AFK6		5.99237958459442E-08	1.09019616099298E-07	5.56088374055996E-08	NaN	7.37505141887995E-08	5.38984144022612E-08	5.8324714168486E-08	NaN	NaN	NaN	NaN	5.50070070013374E-08	8.80588821759494E-08	8.2649550842284E-08	1.34870852998108E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFK4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P69874		2.96424793689923E-07	4.00905910879424E-07	3.73175514859024E-07	3.00071883179531E-07	3.95794426146558E-07	4.41339777891494E-07	3.50882242852176E-07	3.65634964671264E-07	2.29073860124453E-07	3.94031804341242E-07	4.98342032443146E-07	3.86187855605923E-07	3.28527368117965E-07	4.29999908225368E-07	4.53921791796408E-07	1.06405321285293E-06	1.1847190411146E-06	1.25999680553473E-06	1.18497063792082E-06	1.33145029850036E-06	6.96169845555505E-07	6.55830324635947E-07	6.9751688992268E-07	7.64849753173145E-07	8.58020980569309E-07	7.6283937900575E-07	8.65942252807535E-07	1.0626832487715E-06
P29745		6.86137307528479E-07	4.66763074885144E-07	5.57059101891006E-07	6.40148796994652E-07	5.32770641561797E-07	4.63398793647843E-07	6.15077949744132E-07	5.46174733496067E-07	5.61483560498351E-07	4.07333278902482E-07	4.09877348966846E-07	7.28518415307073E-07	6.16775055240613E-07	5.43428135028199E-07	5.37818570672485E-07	2.92878810181084E-06	2.39152828181506E-06	2.27539119606529E-06	1.95364920027499E-06	1.26004712489597E-06	9.99270978839267E-07	1.17880528841383E-06	8.22029668108503E-07	7.71302222927017E-07	7.9471484394498E-07	7.20549819991978E-07	6.85292531689867E-07	5.89472789914525E-07
P27431		1.38852995653689E-06	1.13873054489498E-06	1.4296443717047E-06	1.62870794048093E-06	1.48009983748954E-06	1.45391061440524E-06	1.6426602994995E-06	1.32654416077912E-06	1.28237885741579E-06	1.35160144735178E-06	1.33717840929996E-06	1.32798091096199E-06	1.20374556574475E-06	1.17457968982406E-06	1.19509418257187E-06	4.23890299114399E-06	3.6315986202974E-06	3.3071896983612E-06	2.99002676444405E-06	3.05715279234275E-06	9.37288800517584E-07	9.17107153903855E-07	9.68779286206956E-07	8.58699132114004E-07	9.1660736628872E-07	7.87526596821329E-07	7.16829590488191E-07	7.55481028477004E-07
P23837		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.02243302460478E-08	5.08273932559532E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P23836		6.45488014837071E-06	4.99259862369226E-06	6.11132604455518E-06	5.31176641831345E-06	6.0567993894813E-06	5.25667231378056E-06	5.62705787286371E-06	5.79259713513603E-06	4.55953796098693E-06	5.88984222628316E-06	6.11171025992459E-06	4.9791007950344E-06	5.87788200124343E-06	5.86836970660838E-06	5.05825558206096E-06	6.8141472608587E-06	7.87211183100118E-06	7.12622793929026E-06	6.70037518508737E-06	6.10388947690811E-06	6.33370124786476E-06	6.04011370324039E-06	6.29129516115617E-06	5.91156622723577E-06	5.89056106422058E-06	5.57509889443328E-06	5.32222616160978E-06	5.24775415156006E-06
