Row	Empty	ACE_BATCH_mu=0.3_S	FRU_BATCH_mu=0.65_S	FUM_BATCH_mu=0.42_S	GAL_BATCH_mu=0.26_S	GAM_BATCH_mu=0.46_S	GLC_BATCH_mu=0.58_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	SUCC_BATCH_mu=0.44_S	XYL_BATCH_mu=0.55_S	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.40_V	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.41_P	GLC_CHEM_mu=0.46_P	GLC_CHEM_mu=0.51_P
P0AEE1		2.49682482691434E-06	2.84897683493923E-06	3.10521966879348E-06	2.38511495399541E-06	3.47741356745418E-06	3.85529582123682E-06	3.39125810270764E-06	2.72220120181149E-06	3.12915979828205E-06	2.63367245949708E-06	3.33290920442125E-06	2.00297541623069E-06	2.06957726713959E-06	2.17335611130399E-06	2.40519064310552E-06	4.79694470733329E-06	5.84595243117445E-06	6.68839917711144E-06	5.10947826001605E-06	5.49245891843956E-06	7.63765649533204E-06	7.47529287789915E-06	7.45189161041703E-06	8.10306005962912E-06	7.172029467374E-06	7.90522835201153E-06	7.38816819421074E-06	8.32179337257467E-06
P37623		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P33590		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFA9		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6Z6		5.57144718880181E-07	1.55692523630972E-06	1.14551827762878E-06	1.69503386776692E-06	1.03389002078423E-06	9.59009065725441E-07	1.39918320839223E-06	1.81504223248636E-06	1.72442438206681E-06	1.45067987956747E-06	1.62771410473721E-06	9.45845088129882E-07	1.22745372633058E-06	1.18321784683751E-06	1.23316105994373E-06	1.71568894095496E-06	2.67387021775177E-06	2.01433434993453E-06	1.62023311267623E-06	1.85658315243647E-06	NaN	8.76051989023467E-07	5.83726724266011E-07	NaN	8.68779302296572E-07	NaN	7.29087306676512E-07	NaN
P37624		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37626		4.72389412159777E-07	3.13612018992648E-07	3.55722224600978E-07	2.7771278239174E-07	3.87670346067948E-07	3.16533587539907E-07	3.46460238379271E-07	3.44497020876214E-07	3.7882427918481E-07	4.05831499516535E-07	5.09433934652712E-07	2.78319035424678E-07	3.26446856066555E-07	3.95174716964832E-07	3.85812946336475E-07	1.38629840225566E-07	1.99314989885106E-07	2.50741377075861E-07	2.07265448961563E-07	1.75564251378222E-07	1.25048212024335E-06	1.30121570272587E-06	1.49302170273341E-06	1.45615430638626E-06	1.63358384836587E-06	1.64781828452745E-06	1.50741377767148E-06	1.59263903351661E-06
P37631		NaN	NaN	NaN	NaN	6.81424021723596E-08	9.31262544701792E-08	NaN	NaN	NaN	8.2909924281276E-08	NaN	NaN	NaN	1.11205788347913E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFJ7		2.01058665142106E-07	4.0940580298135E-07	3.08394289951182E-07	2.8249426015695E-07	3.22639293712928E-07	3.69333480675587E-07	2.90670552637063E-07	4.17002645940568E-07	5.06534818020559E-07	3.65790550434093E-07	3.51640353463284E-07	2.8388064903579E-07	2.9664231133008E-07	2.99106669790975E-07	3.43686849117094E-07	NaN	NaN	NaN	NaN	NaN	4.77203296651798E-07	4.9764255797298E-07	5.85557841157556E-07	5.88192307219458E-07	5.68416449815895E-07	6.286058833387E-07	6.23831763832276E-07	6.23823977365004E-07
P0A8S5		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AED0		9.36595802282219E-05	5.34604623700979E-05	5.96375956501587E-05	7.89870071809584E-05	6.77313967026616E-05	6.64778294790725E-05	6.34419073014781E-05	9.84243846866282E-05	0.000111837859908364	4.73736112260516E-05	7.07566690082799E-05	0.000141874485606289	0.000134568850045218	0.000101566548608926	8.57775819155633E-05	0.000116235661378442	0.000110918414475852	7.64027040600834E-05	5.88333468464217E-05	5.62588070477644E-05	0.00016793429189605	0.000163270763586272	0.000142413183339321	0.000143066043600693	0.000124431739483094	0.000115297342831906	0.000104839805475645	8.64347463536482E-05
P68567		NaN	5.0625357359069E-08	NaN	5.53285284260006E-08	5.10683899031297E-08	6.14286005038263E-08	6.32232277440745E-08	NaN	5.04199999658865E-08	5.49807284283503E-08	6.35214302147863E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P27298		2.3724703706937E-06	2.25027843484799E-06	2.10330967842982E-06	2.34736404859199E-06	1.99850449347498E-06	2.3913213345829E-06	2.29425790687331E-06	2.50127252144322E-06	2.07205065728071E-06	2.10672342768539E-06	2.01257605798915E-06	1.59207810586683E-06	1.90693444712066E-06	1.70062667882276E-06	1.77191493472855E-06	4.09332907906683E-06	3.26346217344069E-06	3.8580357458927E-06	3.83468756227576E-06	3.93190456819801E-06	2.60897221663855E-06	2.35747669181386E-06	2.30891613225451E-06	2.42638462390349E-06	2.49990488912151E-06	2.47525354812236E-06	2.50530032403897E-06	2.44701346066468E-06
P37634		2.53784604531929E-07	3.68096327365991E-07	3.38684960557937E-07	3.25094950150797E-07	3.88976344756708E-07	5.35281064269137E-07	3.54332168755606E-07	3.32851138406624E-07	2.94931840119814E-07	3.27368402507932E-07	3.68503651944495E-07	2.18730318162757E-07	2.42790917999403E-07	2.43587641219091E-07	2.72659854826689E-07	NaN	NaN	NaN	NaN	NaN	NaN	1.64425680287309E-06	1.22503177909573E-06	NaN	NaN	NaN	NaN	NaN
P06715		1.67445331831515E-06	1.9271805362696E-06	1.96037495741757E-06	2.20942979953655E-06	2.34449811668103E-06	1.74670196811904E-06	1.89930810220494E-06	2.18128712880905E-06	1.95029793081618E-06	2.08474283849108E-06	2.22689325141399E-06	1.78474829168037E-06	1.8747832783262E-06	1.79111766345881E-06	1.76671464386399E-06	3.38281969831003E-06	3.00879588618784E-06	2.64327604611579E-06	2.26799424996251E-06	2.5051997188639E-06	2.42272618577171E-06	2.21103870096004E-06	2.18815429366935E-06	2.25506587632467E-06	2.07053956681427E-06	1.92084733254508E-06	1.95574969843165E-06	1.89730472003377E-06
P0AB96		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37194		5.16401350861232E-06	9.91597412610643E-07	1.41518250804026E-06	1.35586771162136E-06	1.9550224194845E-06	9.78109161295999E-07	8.88079544853682E-07	1.24218298924E-06	6.09991424736988E-07	1.45945651234248E-06	2.07876675897957E-06	1.6184560447081E-06	1.50708906124042E-06	1.66009862662131E-06	1.30959411200341E-06	2.85597598609164E-06	1.77149311257389E-06	1.8293603780038E-06	1.87932750371849E-06	2.47546097636905E-06	5.83598560214874E-06	5.538502340233E-06	4.15824963092961E-06	4.41900893118177E-06	3.19780950732076E-06	4.76903417894391E-06	5.00536172813657E-06	5.40391836185735E-06
P0AET2		3.83092236137576E-06	1.75845767804637E-07	7.34662674153635E-07	1.3810501611848E-06	8.68585157340745E-07	1.32850200916553E-07	1.90679882529913E-07	1.63175777123009E-07	1.42806347208768E-07	2.92437404063386E-07	5.11003033014066E-07	1.9648651210574E-06	1.37098486587726E-06	1.0345660671643E-06	5.81235387566883E-07	4.73073952374535E-05	2.05799142774931E-05	1.65627183919875E-05	2.12221402850426E-05	1.62705138612471E-05	5.05542395253284E-06	4.16858131794282E-06	3.73437689137827E-06	NaN	2.52657479956894E-06	2.20621322222163E-06	2.46437331049251E-06	2.19609365059342E-06
P0AES9		7.65134766643649E-05	7.93580526247343E-06	1.26357066882934E-05	3.41117682142015E-05	1.41150225636242E-05	3.71879569482163E-06	5.74096260876922E-06	5.89666672316215E-06	3.37532211348476E-06	1.04799041458439E-05	1.28440259751844E-05	3.94073958867738E-05	2.96586185888693E-05	2.35098764977329E-05	1.4949957049743E-05	0.000111920474235653	4.05674690344288E-05	NaN	NaN	1.53437318658661E-05	1.21382394412273E-05	1.08096213206934E-05	8.15039364717094E-06	7.34010378640987E-06	6.42187059361596E-06	5.39874471352596E-06	5.5059167175276E-06	5.35469627269758E-06
P0AET5		6.35117850824301E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37636		5.72765598848784E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37637		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P69908		5.39948624124828E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.77245087836372E-05	1.54951428238475E-05	5.27628694253792E-06	5.97663181232356E-06	7.13780139237625E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37197		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62601		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37642		NaN	1.0099571795508E-07	5.37070032798648E-08	1.09632454473742E-07	6.82192256246396E-08	NaN	5.06815081614393E-08	8.30650667798242E-08	NaN	6.90623481251466E-08	6.88599717660573E-08	1.35438533367761E-07	9.05506582375217E-08	5.16821772770751E-08	6.6275649399764E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37643		2.32847374658045E-07	1.11256787700525E-06	6.2972501411179E-07	4.43447909310612E-07	9.76426078478794E-07	8.28090136067877E-07	8.51731430500969E-07	6.53637066333298E-07	3.68136446856712E-07	7.06284894847765E-07	5.13311591522724E-07	4.70141737259385E-07	7.97344147702505E-07	7.6294634845253E-07	8.22974088439914E-07	NaN	NaN	NaN	NaN	NaN	1.65275801137787E-07	1.69062917590111E-07	1.86249088193738E-07	2.15426674547619E-07	2.19575832336541E-07	2.4621709746157E-07	2.9235990453227E-07	3.15582234079299E-07
P37645		5.97268939976005E-08	NaN	5.75502930756205E-08	1.23817505177198E-07	5.78864712929796E-08	NaN	NaN	6.23845717233512E-08	NaN	NaN	NaN	2.71936421709067E-07	1.79964292446947E-07	9.78711576184124E-08	6.92873286414693E-08	9.67037484375655E-07	5.61916307005044E-07	3.86402374988066E-07	2.98846686424551E-07	2.11240678499792E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37646		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37647		1.19843216095259E-06	7.67829253135349E-07	1.09844788301684E-06	8.54654997118665E-07	9.85913774835374E-07	9.6855911351072E-07	9.12229026177693E-07	7.0645333527476E-07	1.02329453024578E-06	5.47291316221333E-07	1.04298148435289E-06	5.42389746455171E-07	6.58796560278971E-07	7.35648094977986E-07	8.61321557045479E-07	6.27331476621464E-07	6.50478382793428E-07	5.79628722162721E-07	5.38920358916811E-07	4.99872534591932E-07	1.7838454811025E-07	2.1282890492403E-07	2.01966626522781E-07	NaN	NaN	NaN	NaN	NaN
P37648		1.42906985931255E-07	1.34247295857813E-07	1.46163876871576E-07	2.45904570782225E-07	1.50593172331869E-07	2.06327099182884E-07	1.57114581336873E-07	1.36586569193258E-07	2.85008862082616E-07	8.98142087309518E-08	1.37070661451555E-07	2.31230706850591E-07	1.59691395946001E-07	1.18145666919399E-07	9.79263405610399E-08	1.59436896099712E-06	9.77101356624335E-07	7.31744151201518E-07	2.45281726380952E-06	6.30753193186015E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A830		4.53508712701927E-07	1.24472419940599E-07	1.18117766748631E-06	5.5342189791044E-07	2.40630258404029E-07	6.5237988766971E-08	1.85705127497895E-07	3.89060152159195E-07	2.54032263301179E-07	1.10640183124635E-06	1.00837114233637E-07	1.55142535875703E-06	1.36544489774037E-06	8.4475724327409E-07	4.7934335756956E-07	2.5475183016696E-06	NaN	NaN	NaN	NaN	6.09937674411539E-06	5.11180219244815E-06	NaN	5.71114352386119E-06	2.89483250822435E-06	2.72694487988643E-06	NaN	1.15335420005791E-06
P37649		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37650		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.82511306676815E-07	6.99182669640913E-07	NaN	8.11572110632349E-07	NaN	NaN	8.77340825273936E-07
P37659		8.30050680684602E-08	1.16652519206827E-07	1.15100586151241E-07	5.51008390086096E-08	1.37974920294879E-07	7.5036089741478E-08	1.38664148880959E-07	1.00143153020008E-07	1.17364878164105E-07	1.02394049041802E-07	9.25226964797994E-08	1.61366246345281E-07	1.6341696403806E-07	2.03877278637841E-07	1.72919024287727E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37313		9.10342878842549E-07	9.36076117400865E-07	1.47433747365947E-06	9.1717851113422E-07	8.83373671904645E-07	5.46904127992964E-07	1.09633308309057E-06	1.03331951935168E-06	1.29016829453627E-06	1.43665677075584E-06	9.04431902606726E-07	1.15130698524898E-06	1.09582505107802E-06	1.16910745928884E-06	1.06403937035207E-06	6.65473552443961E-07	7.80553931607616E-07	8.87935448501031E-07	7.65206526428379E-07	7.11113213091724E-07	2.80991043240198E-06	2.90917304543257E-06	3.0018680343501E-06	3.20715903727538E-06	3.26427806452263E-06	2.64258609519112E-06	2.58705788858982E-06	2.48263873230089E-06
P0AAG0		8.5212556568225E-07	9.88605450590765E-07	1.30010173266116E-06	9.45912915608958E-07	1.0855729983056E-06	6.49509557908643E-07	1.1153362661056E-06	1.06465475794416E-06	1.32923624660565E-06	1.29634766812599E-06	7.63465548671811E-07	9.96932481729102E-07	1.02670850537014E-06	1.02676656617157E-06	9.72529216001617E-07	2.20091854142506E-06	2.72091882051435E-06	3.25581363053169E-06	2.75855770272441E-06	2.14224616621525E-06	2.47674033541315E-06	2.37329089812434E-06	2.25273970090754E-06	2.49786825656383E-06	2.37170055115768E-06	2.33882714697427E-06	2.06244744300406E-06	2.05072918481137E-06
P0AEG1		1.31683580575662E-07	2.02484429652072E-07	2.52686398684867E-07	1.35110900279789E-07	1.55125756016389E-07	8.74741853727691E-08	1.57476728254912E-07	2.22739414958473E-07	3.04774307179023E-07	2.18070069016454E-07	9.93401583256794E-08	2.05329477747409E-07	2.38412165891204E-07	2.24151787938827E-07	2.41177518405633E-07	NaN	NaN	NaN	NaN	NaN	NaN	1.75698637231691E-07	NaN	NaN	1.78897072280817E-07	NaN	NaN	NaN
P0AEF8		NaN	9.70857675881945E-08	9.74888097160511E-08	NaN	NaN	NaN	8.67246566884351E-08	8.16355394717731E-08	8.24834969501808E-08	8.90535672237841E-08	5.13834624309841E-08	9.15282697143102E-08	9.3598850312843E-08	8.23140884339947E-08	1.01966854326309E-07	NaN	NaN	NaN	NaN	NaN	NaN	1.94853133129168E-07	NaN	NaN	1.93900091020564E-07	NaN	NaN	1.79258443791239E-07
P23847		1.78749904504592E-05	1.26850349755034E-05	2.62978292920914E-05	1.8218637039362E-05	1.66343708576945E-05	8.75018255852831E-06	1.8780462660432E-05	1.99195862609435E-05	2.34533108264472E-05	2.16373058310335E-05	1.3883887298428E-05	2.46943589495701E-05	2.58696432632431E-05	2.51833726542853E-05	1.89647686580055E-05	7.93332030201765E-05	7.91254343776025E-05	7.06556794931135E-05	5.21640690265827E-05	3.11516095198414E-05	7.76061944136696E-05	7.78950786538325E-05	7.46107382514631E-05	7.17114161331601E-05	6.13872140564554E-05	5.0725166198249E-05	4.14231841682019E-05	3.1903810925437E-05
P37661		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.46599760244537E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P05100		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P20099		NaN	7.57850379807689E-08	NaN	5.40762366303503E-08	NaN	5.45894197151107E-08	NaN	NaN	NaN	NaN	9.12782391587261E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37665		1.30655315367645E-07	3.97896949075342E-07	2.56113662265619E-07	1.46518140091076E-07	1.47020881800849E-07	6.09927356141828E-07	3.03116970399161E-07	2.59602159142085E-07	4.34517748209005E-07	2.65171331575683E-07	6.12489429328263E-07	6.3375911292345E-08	7.17050897718446E-08	9.78921240189305E-08	9.13605056924774E-08	8.59555328759753E-07	NaN	NaN	1.68932159566341E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37666		1.86424482213536E-06	2.84997982220725E-06	1.8922259012454E-06	2.39078442048844E-06	2.32590684122927E-06	3.1674797636774E-06	2.20244413296821E-06	2.90729639765795E-06	2.80794112384869E-06	2.2150855870142E-06	3.58474047361178E-06	1.03766468046192E-06	1.53836931801336E-06	1.65445866488195E-06	2.32514731717224E-06	3.38976377016162E-06	4.97130129404167E-06	7.14056895724463E-06	6.61226598355018E-06	8.22082500441794E-06	1.85994320326388E-06	1.85575224583523E-06	1.94079363563509E-06	2.15799583204801E-06	2.15902964768946E-06	2.24233552396343E-06	2.26168028228146E-06	2.41602419839001E-06
P0ADK0		2.39172299586509E-06	2.35821006475825E-06	2.46578737633159E-06	2.30116586580336E-06	2.42132156896103E-06	3.03730499358752E-06	2.35685214260184E-06	2.34827497875353E-06	2.37056523592106E-06	2.40953676205168E-06	2.62398335051648E-06	2.2504672219252E-06	1.97796216087577E-06	2.10689262166166E-06	2.09682087727004E-06	3.25108361057481E-06	2.90086085632075E-06	2.43777177479774E-06	2.23000313222374E-06	2.56472752321484E-06	2.71340658110955E-06	2.92586604063723E-06	2.55747068995594E-06	2.39420397312421E-06	2.61802390446033E-06	2.73369997306249E-06	2.77764159870933E-06	2.73919018912271E-06
P0A9V5		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A9X9		1.49496634455826E-06	2.03084522034468E-06	2.86323108706587E-06	1.61654932559226E-06	2.19417382643214E-06	4.20813376482875E-06	1.67805539564684E-06	1.75098034872156E-06	1.72388093296538E-06	1.94437522497606E-06	2.60814808199616E-06	7.8373729330312E-07	8.22358676320618E-07	9.39273776809609E-07	1.2081884401445E-06	8.9769740458225E-07	NaN	NaN	2.22134820208988E-06	NaN	NaN	2.0146113050022E-06	2.33467488977788E-06	NaN	NaN	NaN	2.96288850094181E-06	1.16422051285767E-05
P00961		4.28598441088129E-06	5.56316238092612E-06	4.98044792754013E-06	4.51075504793209E-06	4.86426893973887E-06	5.16239438378897E-06	5.11357166381174E-06	5.32411244574151E-06	5.42013993246055E-06	4.77382510624107E-06	5.95875022311266E-06	4.29314196578951E-06	4.10245526937234E-06	4.54922668521214E-06	5.01265015354371E-06	9.54190951450215E-06	9.69070386569889E-06	1.02360651028549E-05	9.91668811704299E-06	1.03050026277583E-05	9.14389871021351E-06	9.43201842406407E-06	9.21984390259108E-06	9.49310334957336E-06	9.85063347771688E-06	9.96142437909449E-06	1.00683700444073E-05	1.03010024580788E-05
P00960		1.99737234959888E-06	2.73502728142081E-06	2.37152772247486E-06	2.40959156636493E-06	2.52468752400376E-06	2.94100720191221E-06	2.32477354980917E-06	2.31457625501174E-06	2.30730373496585E-06	2.79644974203097E-06	2.70229398367735E-06	1.85596342977695E-06	1.9896952811657E-06	2.06869183991772E-06	2.27926129742129E-06	7.2647068214321E-06	7.27980262980512E-06	7.08919288941512E-06	7.98895338780835E-06	8.54956139142107E-06	5.03045649364384E-06	5.53056002833212E-06	5.16959528781991E-06	5.57838186635247E-06	5.6830656757675E-06	5.54133673923372E-06	5.88113602861823E-06	5.99174274241489E-06
P09099		8.41208452090747E-08	7.0974099051079E-08	8.52259417594903E-08	1.00934718729408E-07	9.83340189183994E-08	8.51176800751029E-08	8.51617068316325E-08	1.07519513929552E-07	8.3892439064996E-08	7.86971405492705E-08	3.6136335261967E-06	1.55539793990782E-07	1.16000642866395E-07	9.14344726593609E-08	6.7641193403767E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P00944		4.79412244750703E-07	4.07654825208353E-07	4.04813317971508E-07	4.79445606200121E-07	4.72156937712877E-07	4.60811953245894E-07	4.35453078396481E-07	3.69142071667016E-07	3.91967696341586E-07	4.32570974037737E-07	5.47394572204919E-05	4.43498959674722E-07	4.04974090006976E-07	3.80330505398029E-07	3.96250940230088E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37387		4.14828438493957E-07	1.75488772336356E-07	6.88186602705991E-07	8.94318493628169E-07	3.44457154160448E-07	1.66585434651565E-07	2.63566714876413E-07	5.29249130168742E-07	4.14309492733656E-07	4.12248193256488E-07	1.34459284994769E-05	1.33396626656253E-06	1.11827522763276E-06	7.48311800890908E-07	3.2866586507306E-07	6.00309979633758E-06	6.24734997581304E-06	2.48502165500529E-06	5.80383512581372E-07	NaN	6.36405002229345E-07	4.2704590904087E-07	1.04417216665399E-06	NaN	NaN	NaN	NaN	NaN
P37388		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.46689344683172E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AGI4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.88544301949283E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ACI3		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.03362100102482E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25718		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P09053		7.94958395713118E-07	6.13114217096099E-07	7.29155279497862E-07	5.64259914178249E-07	6.88683837964056E-07	9.80217613404437E-07	7.08435613141924E-07	4.51292240969687E-07	6.6151845065023E-07	5.33619272720704E-07	6.86092767405078E-07	4.22417795701171E-07	6.07969167023018E-07	7.29400107623597E-07	6.92948110743679E-07	NaN	NaN	NaN	NaN	NaN	4.28361904088729E-07	4.25250830207605E-07	4.67599508588505E-07	4.35085020974778E-07	3.96899661104974E-07	4.20753877708465E-07	3.76296906376786E-07	4.36423844949696E-07
P37671		1.5093620574705E-07	1.1979747928454E-07	1.32633119497859E-07	1.01959321107667E-07	1.38531890323909E-07	1.609510836391E-07	1.33289126202687E-07	1.36777172834332E-07	9.73981556227244E-08	1.07894072247476E-07	1.50976119343548E-07	1.03234142171985E-07	1.07702786661354E-07	1.07830197864502E-07	1.6074136474518E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37676		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.27548183275802E-08	NaN	NaN	6.09129109788523E-08	7.70515219039558E-08	6.6023195231444E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37678		1.12737247168365E-07	NaN	NaN	6.0223850899906E-08	1.30311780929949E-07	8.1201983302289E-08	NaN	NaN	8.81595208984362E-08	6.09098314585803E-08	NaN	1.32207500698448E-07	NaN	3.76787183710473E-07	1.07260675602102E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37685		3.743476062728E-06	7.73847176743513E-07	4.70204714661355E-06	6.67435096774784E-06	2.20544766805423E-06	1.04283332559957E-06	2.01006787803274E-06	2.69383938001976E-06	2.73451511192232E-06	2.30250084945331E-06	1.0719466793912E-06	1.88975420504561E-05	1.14058509058405E-05	6.52696627968241E-06	2.62696995422141E-06	2.80606924361043E-05	1.37042767571949E-05	3.4120049278312E-06	1.32485846217747E-06	3.64463133485944E-07	6.23556156528946E-06	5.73928975560704E-06	4.93264788804805E-06	3.68970082397939E-06	NaN	NaN	NaN	NaN
P14081		6.2352251975517E-08	6.7999136815405E-08	6.88028116528847E-08	7.25190794390172E-08	6.48581995873896E-08	8.62516375115738E-08	8.3217549692683E-08	8.12543321896261E-08	9.61301077193908E-08	6.92963916658136E-08	7.2809771089464E-08	8.88269145317698E-08	8.18415380223178E-08	7.4346856237123E-08	1.10552946077506E-07	1.03959800328864E-07	1.10702594735479E-07	1.06878323280981E-07	1.03657884161403E-07	1.07129920087198E-07	3.458017035076E-07	3.63153597839887E-07	3.1954977842099E-07	3.75170349308517E-07	3.35650913956493E-07	3.10582030929219E-07	3.57193994737457E-07	3.42427643056995E-07
